name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-18476,NO,1,0,0,0,0,0,0
GENE-18477,NO,1,16,9,21,9,11,27
GENE-18478,NO,1,0,0,0,0,0,0
GENE-18479,NO,1,0,0,0,0,0,0
GENE-18480,NO,1,0,0,0,0,0,0
GENE-18481,NO,1,10,3,18,9,12,10
GENE-18482,NO,1,0,0,0,0,0,0
GENE-18483,NO,1,0,0,0,0,0,0
GENE-18484,NO,1,13,10,12,15,7,6
GENE-18485,NO,1,178,435,215,403,273,371
GENE-18486,NO,1,0,0,0,0,0,0
GENE-18487,NO,1,1,1,0,0,0,0
GENE-18488,NO,1,59,71,80,62,69,81
GENE-18489,NO,1,0,0,0,0,0,0
GENE-18490,YES,1,0,1,1,0,0,0
GENE-18491,NO,1,0,0,0,0,0,0
GENE-18492,NO,1,0,0,0,0,0,0
GENE-18493,NO,1,0,0,0,0,0,0
GENE-18494,NO,1,0,0,0,0,0,0
GENE-18495,NO,1,342,303,332,231,302,321
GENE-18496,NO,1,0,0,0,0,0,0
GENE-18497,NO,1,0,0,0,0,0,0
GENE-18498,NO,1,0,0,0,0,0,0
GENE-18499,NO,1,0,0,0,0,0,0
GENE-18500,NO,1,0,0,0,0,0,0
GENE-18501,NO,1,20,10,16,21,10,9
GENE-18502,NO,1,2,2,5,6,4,3
GENE-18503,NO,1,561,412,43,1633,1018,573
GENE-18504,NO,1,250,307,209,233,237,228
GENE-18505,NO,1,539,665,479,540,537,553
GENE-18506,YES,1,0,0,0,0,0,0
GENE-18507,NO,1,0,0,0,0,0,0
GENE-18508,NO,1,0,0,0,0,0,0
GENE-18509,NO,1,0,0,0,0,0,0
GENE-18510,NO,1,10,7,15,17,16,12
GENE-18511,NO,1,67,76,83,80,77,70
GENE-18512,NO,1,5,7,3,2,2,2
GENE-18513,NO,1,0,0,0,0,0,0
GENE-18514,NO,1,1,1,2,2,2,3
GENE-18515,NO,1,1661,1769,1931,1507,1445,2645
GENE-18516,NO,1,0,0,0,0,0,0
GENE-18517,NO,1,0,0,0,0,0,0
GENE-18518,NO,1,24,40,17,14,24,17
GENE-18519,NO,1,0,0,0,0,0,0
GENE-18520,NO,1,0,0,0,0,0,0
GENE-18521,NO,1,0,0,0,0,0,0
GENE-18522,NO,1,0,0,0,0,0,0
GENE-18523,NO,1,132,83,90,86,84,99
GENE-18524,NO,1,48,17,20,0,68,71
GENE-18525,NO,1,130,118,135,167,119,123
GENE-18526,NO,1,0,0,0,0,0,0
GENE-18527,NO,1,9,12,15,8,6,4
GENE-18528,NO,1,0,0,0,0,0,0
GENE-18529,NO,1,0,0,0,0,0,0
GENE-18530,NO,1,0,0,0,0,0,0
GENE-18531,NO,1,0,0,0,0,0,0
GENE-18532,NO,1,0,0,1,2,1,2
GENE-18533,NO,1,0,0,0,0,0,0
GENE-18534,NO,1,0,0,0,0,0,0
GENE-18535,NO,1,1,4,1,3,2,2
GENE-18536,NO,1,0,0,0,0,0,0
GENE-18537,NO,1,0,0,0,0,0,0
GENE-18538,NO,1,0,0,0,0,0,0
GENE-18539,NO,1,47,21,39,29,36,70
GENE-18540,NO,1,0,0,0,0,0,0
GENE-18541,NO,1,2,3,2,5,2,1
GENE-18542,NO,1,0,0,0,0,0,0
GENE-18543,NO,1,0,0,0,0,0,0
GENE-18544,NO,1,4,6,1,4,4,0
GENE-18545,NO,1,0,0,0,0,0,0
GENE-18546,NO,1,0,0,0,0,0,0
GENE-18547,NO,1,0,0,0,0,0,0
GENE-18548,NO,1,77,78,60,32,77,59
GENE-18549,NO,1,864,851,714,1286,1770,1555
GENE-18550,NO,1,0,0,0,0,2,0
GENE-18551,NO,1,25,18,25,26,28,20
GENE-18552,NO,1,0,57,0,1,0,27
GENE-18553,NO,1,0,0,0,0,0,0
GENE-18554,NO,1,9,7,7,11,8,11
GENE-18555,NO,1,0,0,0,0,0,0
GENE-18556,YES,1,1,0,3,4,4,2
GENE-18557,NO,1,0,0,0,0,0,0
GENE-18558,NO,1,1,4,1,3,0,1
GENE-18559,NO,1,0,0,0,0,0,0
GENE-18560,NO,1,5,7,1,6,4,4
GENE-18561,NO,1,0,0,0,0,0,0
GENE-18562,NO,1,0,0,0,0,0,0
GENE-18563,NO,1,0,0,0,0,0,0
GENE-18564,NO,1,165,195,178,173,203,179
GENE-18565,NO,1,251,172,207,250,255,205
GENE-18566,NO,1,0,0,0,0,0,0
GENE-18567,NO,1,0,0,0,0,0,0
GENE-18568,NO,1,0,0,0,0,0,0
GENE-18569,NO,1,0,0,0,0,0,0
GENE-18570,NO,1,640,601,631,578,492,467
GENE-18571,NO,1,0,0,0,0,0,0
GENE-18572,NO,1,2,3,2,2,4,2
GENE-18573,NO,1,1,2,2,1,2,1
GENE-18574,NO,1,0,0,0,0,0,0
GENE-18575,NO,1,0,0,0,0,0,0
GENE-18576,NO,1,98,107,115,106,135,114
GENE-18577,NO,1,5,12,4,7,6,6
GENE-18578,NO,1,0,0,0,0,0,0
GENE-18579,NO,1,9869,9868,11668,7031,10638,5730
GENE-18580,NO,1,0,0,0,0,0,0
GENE-18581,NO,1,0,0,0,0,0,0
GENE-18582,NO,1,110,15,3976,10,921,343
GENE-18583,NO,1,0,0,0,0,0,0
GENE-18584,NO,1,1,2,0,0,0,0
GENE-18585,NO,1,0,0,0,0,0,0
GENE-18586,YES,1,0,0,0,0,0,0
GENE-18587,NO,1,0,0,0,0,0,0
GENE-18588,NO,1,0,0,0,0,0,0
GENE-18589,NO,1,664,585,521,666,625,741
GENE-18590,NO,1,0,0,0,0,0,0
GENE-18591,NO,1,0,0,0,0,0,0
GENE-18592,NO,1,217,222,185,200,241,316
GENE-18593,NO,1,0,0,0,0,0,0
GENE-18594,NO,1,0,0,0,0,0,0
GENE-18595,NO,1,0,0,0,0,0,0
GENE-18596,NO,1,0,0,0,0,0,0
GENE-18597,NO,1,0,0,0,0,0,0
GENE-18598,NO,1,0,0,0,0,0,0
GENE-18599,NO,1,0,0,0,0,0,0
GENE-18600,NO,1,0,0,0,0,0,0
GENE-18601,NO,1,0,0,0,0,0,0
GENE-18602,NO,1,0,0,0,0,0,0
GENE-18603,NO,1,0,0,0,0,0,0
GENE-18604,NO,1,0,0,0,0,0,0
GENE-18605,NO,1,132,89,97,113,83,89
GENE-18606,NO,1,0,0,0,0,0,0
GENE-18607,NO,1,1,1,0,0,1,2
GENE-18608,NO,1,79,80,74,66,75,61
GENE-18609,NO,1,0,0,0,0,0,0
GENE-18610,NO,1,361,425,365,349,412,314
GENE-18611,NO,1,0,0,0,0,0,0
GENE-18612,NO,1,0,0,0,0,0,0
GENE-18613,NO,1,0,0,0,0,0,0
GENE-18614,NO,1,2,0,4,0,1,1
GENE-18615,NO,1,0,2,1,0,1,0
GENE-18616,NO,1,0,0,0,0,0,0
GENE-18617,NO,1,26,24,35,15,22,15
GENE-18618,NO,1,0,0,0,0,0,0
GENE-18619,NO,1,0,0,0,0,0,0
GENE-18620,NO,1,0,0,0,0,0,0
GENE-18621,NO,1,0,0,0,0,0,0
GENE-18622,NO,1,0,0,0,0,0,0
GENE-18623,NO,1,0,0,0,0,0,0
GENE-18624,NO,1,2,0,1,0,0,0
GENE-18625,NO,1,0,0,0,0,0,0
GENE-18626,YES,1,0,0,0,0,0,0
GENE-18627,NO,1,23,32,25,10,15,9
GENE-18628,YES,1,0,0,0,0,0,0
GENE-18629,NO,1,15,14,19,13,4,18
GENE-18630,NO,1,250,271,286,260,225,264
GENE-18631,NO,1,0,0,0,0,0,0
GENE-18632,YES,1,14,7,4,3,1,1
GENE-18633,NO,1,0,0,0,0,0,0
GENE-18634,NO,1,440,421,411,341,373,413
GENE-18635,NO,1,1,1,1,1,1,1
GENE-18636,NO,1,217,294,250,228,278,219
GENE-18637,NO,1,0,0,0,0,0,0
GENE-18638,NO,1,101,120,119,91,135,101
GENE-18639,NO,1,0,0,0,0,0,0
GENE-18640,NO,1,155,167,149,359,267,326
GENE-18641,NO,1,0,0,0,0,0,0
GENE-18642,NO,1,10,2,3,5,7,4
GENE-18643,NO,1,0,0,0,0,0,0
GENE-18644,NO,1,0,0,0,0,0,0
GENE-18645,YES,1,6,21,4,2,0,0
GENE-18646,NO,1,0,0,0,0,0,0
GENE-18647,NO,1,1,0,1,3,0,1
GENE-18648,NO,1,0,0,0,0,0,0
GENE-18649,NO,1,0,0,0,0,0,0
GENE-18650,NO,1,0,0,0,0,0,0
GENE-18651,NO,1,68,49,51,45,90,83
GENE-18652,NO,1,0,0,0,0,0,0
GENE-18653,NO,1,0,0,0,0,0,0
GENE-18654,NO,1,500,469,590,341,431,575
GENE-18655,NO,1,1,4,4,6,6,5
GENE-18656,NO,1,0,0,0,0,0,0
GENE-18657,NO,1,0,0,0,0,0,0
GENE-18658,NO,1,92,84,100,67,95,82
GENE-18659,NO,1,1154,1223,1345,1313,1251,1286
GENE-18660,NO,1,0,0,0,0,0,0
GENE-18661,NO,1,3,2,3,3,2,6
GENE-18662,NO,1,0,0,0,0,0,0
GENE-18663,YES,1,0,0,0,0,0,0
GENE-18664,NO,1,0,0,0,0,0,0
GENE-18665,NO,1,0,0,0,0,0,0
GENE-18667,NO,1,0,0,0,0,0,0
GENE-18668,NO,1,8,11,7,7,12,3
GENE-18669,NO,1,0,0,0,0,0,0
GENE-18670,NO,1,0,0,0,0,0,0
GENE-18671,NO,1,0,0,0,0,0,0
GENE-18672,NO,1,21,25,30,16,23,18
GENE-18673,NO,1,0,0,0,0,0,0
GENE-18674,NO,1,2,0,0,0,0,0
GENE-18675,NO,1,203,119,251,129,294,335
GENE-18676,NO,1,30,16,22,26,32,39
GENE-18677,NO,1,0,0,0,0,0,0
GENE-18678,NO,1,10,5,8,10,5,8
GENE-18679,NO,1,18,23,11,15,18,13
GENE-18680,NO,1,621,505,302,361,461,243
GENE-18681,NO,1,0,0,0,0,0,0
GENE-18682,NO,1,0,0,0,0,0,0
GENE-18683,NO,1,0,2,1,0,0,0
GENE-18684,NO,1,1,1,3,1,2,1
GENE-18685,NO,1,0,0,0,0,0,0
GENE-18686,NO,1,0,0,0,0,0,0
GENE-18687,NO,1,0,0,0,0,0,0
GENE-18688,NO,1,605,608,531,624,592,603
GENE-18689,NO,1,0,0,0,0,0,0
GENE-18690,NO,1,0,0,0,0,0,0
GENE-18691,NO,1,0,0,0,0,0,0
GENE-18692,NO,1,3638,3063,3432,3877,3112,3600
GENE-18693,NO,1,0,0,0,0,0,0
GENE-18694,NO,1,0,0,0,0,0,0
GENE-18695,NO,1,0,0,0,0,0,0
GENE-18696,NO,1,0,0,0,0,0,0
GENE-18697,NO,1,50,82,71,71,80,77
GENE-18698,NO,1,0,0,0,0,0,0
GENE-18699,NO,1,19,9,9,9,10,9
GENE-18700,NO,1,0,0,0,0,0,0
GENE-18701,NO,1,0,0,0,0,0,0
GENE-18702,NO,1,157,271,266,233,192,205
GENE-18703,NO,1,0,0,0,0,0,0
GENE-18704,NO,1,0,0,0,0,0,0
GENE-18705,NO,1,0,0,0,0,0,0
GENE-18706,NO,1,0,0,0,0,0,0
GENE-18707,NO,1,11,15,7,14,17,13
GENE-18708,NO,1,0,0,0,0,0,0
GENE-18709,NO,1,0,0,0,0,0,0
GENE-18710,NO,1,11,13,15,10,14,24
GENE-18711,NO,1,3,7,13,4,4,8
GENE-18712,NO,1,1054,1069,740,1133,809,1029
GENE-18713,NO,1,0,0,0,0,0,0
GENE-18714,NO,1,0,0,0,0,0,0
GENE-18715,NO,1,0,0,0,0,0,0
GENE-18716,NO,1,0,0,0,0,0,0
GENE-18717,NO,1,0,0,0,0,0,0
GENE-18718,NO,1,0,0,0,0,0,0
GENE-18719,NO,1,197,179,218,247,223,162
GENE-18720,NO,1,400,493,367,399,523,387
GENE-18721,NO,1,4,2,6,6,8,7
GENE-18722,NO,1,0,0,0,0,0,0
GENE-18723,NO,1,0,0,0,0,0,0
GENE-18724,NO,1,0,0,0,0,0,0
GENE-18725,NO,1,0,0,0,0,0,0
GENE-18726,NO,1,0,0,0,0,0,0
GENE-18727,NO,1,0,0,0,0,0,0
GENE-18728,NO,1,28,41,17,32,27,37
GENE-18729,NO,1,0,0,0,0,0,0
GENE-18730,NO,1,0,0,0,0,0,0
GENE-18731,YES,1,0,0,0,0,0,0
GENE-18732,NO,1,78,103,129,138,76,101
GENE-18733,NO,1,0,0,0,0,0,0
GENE-18734,NO,1,0,0,0,0,0,0
GENE-18735,NO,1,0,0,0,0,0,0
GENE-18736,NO,1,0,0,0,0,0,0
GENE-18737,NO,1,0,0,0,0,0,0
GENE-18738,NO,1,0,0,0,0,0,0
GENE-18739,NO,1,5,3,2,4,1,5
GENE-18740,NO,1,0,0,0,0,0,0
GENE-18741,NO,1,129,78,184,131,128,113
GENE-18742,NO,1,0,0,0,0,0,0
GENE-18743,NO,1,0,0,0,0,0,0
GENE-18744,NO,1,41,40,33,45,41,36
GENE-18745,NO,1,60,67,23,31,66,48
GENE-18746,NO,1,402,225,251,355,411,351
GENE-18747,NO,1,0,0,0,0,0,0
GENE-18748,NO,1,25,31,33,27,15,38
GENE-18749,YES,1,0,0,0,0,0,0
GENE-18750,NO,1,96,90,92,136,180,166
GENE-18751,NO,1,0,0,0,0,0,0
GENE-18752,NO,1,0,0,0,0,0,0
GENE-18753,NO,1,0,0,0,0,0,0
GENE-18754,NO,1,42,41,39,35,50,23
GENE-18755,NO,1,0,0,0,0,0,0
GENE-18756,NO,1,0,0,0,0,0,0
GENE-18757,NO,1,0,0,0,0,0,0
GENE-18758,NO,1,0,0,0,0,0,0
GENE-18759,NO,1,0,0,0,0,0,0
GENE-18760,NO,1,0,0,0,0,0,0
GENE-18761,NO,1,6,5,3,6,3,7
GENE-18762,NO,1,1,0,2,0,0,1
GENE-18764,NO,1,0,0,0,0,0,0
GENE-18765,NO,1,54,60,60,56,49,56
GENE-18766,NO,1,65,54,98,59,71,53
GENE-18767,NO,1,0,0,0,0,0,0
GENE-18768,NO,1,0,0,0,0,0,0
GENE-18769,NO,1,0,0,0,0,0,0
GENE-18770,NO,1,1,0,1,0,1,2
GENE-18771,NO,1,0,0,0,0,0,0
GENE-18772,NO,1,203,196,199,176,203,166
GENE-18773,NO,1,0,0,0,0,0,0
GENE-18774,NO,1,0,1,0,0,0,0
GENE-18775,NO,1,23,23,21,16,26,13
GENE-18776,NO,1,0,0,0,0,0,0
GENE-18777,NO,1,0,0,0,0,0,0
GENE-18778,NO,1,0,0,0,0,0,0
GENE-18779,NO,1,0,0,0,0,0,0
GENE-18780,NO,1,63,29,77,49,47,53
GENE-18781,NO,1,0,0,0,0,0,0
GENE-18782,NO,1,33,32,38,49,36,31
GENE-18783,NO,1,0,0,0,0,0,0
GENE-18784,NO,1,1,3,2,2,2,6
GENE-18785,NO,1,0,0,0,0,0,0
GENE-18786,NO,1,0,0,0,0,0,0
GENE-18787,NO,1,15,13,19,20,17,21
GENE-18788,NO,1,38,41,38,24,38,35
GENE-18789,NO,1,0,0,0,0,0,0
GENE-18790,NO,1,0,0,0,0,0,0
GENE-18791,NO,1,0,0,0,0,0,0
GENE-18792,NO,1,0,0,0,0,0,0
GENE-18793,NO,1,25,33,25,37,18,19
GENE-18794,NO,1,0,0,0,0,0,0
GENE-18795,NO,1,0,0,0,0,0,0
GENE-18796,NO,1,3,5,3,2,3,2
GENE-18797,NO,1,332,485,400,508,456,405
GENE-18798,NO,1,218,166,192,154,197,139
GENE-18799,NO,1,4,2,9,8,4,4
GENE-18800,NO,1,0,0,0,0,0,0
GENE-18801,NO,1,0,0,0,0,0,0
GENE-18802,NO,1,591,669,625,557,601,584
GENE-18803,NO,1,1096,1722,980,3466,1809,541
GENE-18804,NO,1,44,52,49,45,55,42
GENE-18805,NO,1,51,66,52,42,53,34
GENE-18806,NO,1,0,0,0,0,0,0
GENE-18807,NO,1,0,0,0,0,0,0
GENE-18808,NO,1,396,334,239,207,352,375
GENE-18809,YES,1,0,0,0,0,0,0
GENE-18810,NO,1,0,0,0,0,0,0
GENE-18811,NO,1,0,0,0,0,0,0
GENE-18812,NO,1,106,116,126,148,133,143
GENE-18813,NO,1,0,0,0,0,0,0
GENE-18814,NO,1,0,0,0,0,0,0
GENE-18815,NO,1,0,0,0,0,0,0
GENE-18816,NO,1,0,0,0,0,0,0
GENE-18817,NO,1,0,0,0,0,0,0
GENE-18818,NO,1,0,0,0,0,0,0
GENE-18819,YES,1,5,2,3,0,1,1
GENE-18820,NO,1,0,0,0,0,0,0
GENE-18821,YES,1,1,0,0,0,0,0
GENE-18822,NO,1,0,0,0,0,0,0
GENE-18823,NO,1,0,0,0,0,0,0
GENE-18824,NO,1,0,0,0,0,0,0
GENE-18825,NO,1,6,3,2,9,4,3
GENE-18826,NO,1,0,0,0,0,0,0
GENE-18827,NO,1,2360,2590,2366,2296,2462,2521
GENE-18828,NO,1,0,0,0,0,0,0
GENE-18829,NO,1,50,48,39,57,42,44
GENE-18830,NO,1,84,97,107,82,111,111
GENE-18831,NO,1,243,186,199,226,173,261
GENE-18832,NO,1,1,0,0,2,0,0
GENE-18834,NO,1,52,22,25,27,32,21
GENE-18835,NO,1,0,0,0,0,0,0
GENE-18836,NO,1,0,0,0,0,0,0
GENE-18837,NO,1,0,0,0,0,0,0
GENE-18838,NO,1,0,0,0,0,0,0
GENE-18839,NO,1,0,0,0,0,0,0
GENE-18840,NO,1,0,0,0,0,0,0
GENE-18841,NO,1,0,0,0,0,0,0
GENE-18842,NO,1,0,0,0,0,0,0
GENE-18843,NO,1,188,154,176,209,158,220
GENE-18844,NO,1,0,0,0,0,0,0
GENE-18845,NO,1,2,1,4,0,1,1
GENE-18846,NO,1,0,0,0,0,0,0
GENE-18847,NO,1,0,0,0,0,0,0
GENE-18848,NO,1,4,3,3,4,1,1
GENE-18849,NO,1,149,93,131,35,23,166
GENE-18850,NO,1,164,169,134,134,111,163
GENE-18851,NO,1,0,0,0,0,0,0
GENE-18852,NO,1,0,0,0,0,0,0
GENE-18853,NO,1,0,0,0,0,0,0
GENE-18854,NO,1,0,0,0,0,0,0
GENE-18855,NO,1,0,0,0,0,0,0
GENE-18856,NO,1,50,66,623,246,351,630
GENE-18857,NO,1,2076,1172,1772,2065,1249,1239
GENE-18858,NO,1,0,0,0,0,0,0
GENE-18859,YES,1,0,0,0,0,0,0
GENE-18860,NO,1,0,0,0,0,0,0
GENE-18861,NO,1,0,0,0,0,0,0
GENE-18862,NO,1,0,0,0,0,0,0
GENE-18863,NO,1,39,50,54,49,51,41
GENE-18864,NO,1,14,17,13,18,7,15
GENE-18865,NO,1,96,96,103,80,59,96
GENE-18866,NO,1,1,2,0,2,2,2
GENE-18867,NO,1,0,0,0,0,0,0
GENE-18868,NO,1,0,0,0,0,0,0
GENE-18869,NO,1,0,0,0,0,0,0
GENE-18870,NO,1,0,0,0,0,0,0
GENE-18871,NO,1,0,0,0,0,0,0
GENE-18872,NO,1,0,0,0,0,0,0
GENE-18873,NO,1,0,0,0,0,0,0
GENE-18874,YES,1,0,0,0,0,0,0
GENE-18875,NO,1,0,0,0,0,0,0
GENE-18876,NO,1,67,52,62,69,67,68
GENE-18877,NO,1,0,0,0,0,0,0
GENE-18878,NO,1,166,104,188,122,186,121
GENE-18879,NO,1,0,0,0,0,0,0
GENE-18880,YES,1,0,0,0,1,0,0
GENE-18881,NO,1,1,1,0,0,0,1
GENE-18882,NO,1,7,13,32,11,10,20
GENE-18883,NO,1,622,641,672,451,560,573
GENE-18884,NO,1,129,159,54,119,47,78
GENE-18885,NO,1,0,0,0,0,0,0
GENE-18886,NO,1,0,0,0,0,0,0
GENE-18887,NO,1,0,0,0,0,0,0
GENE-18888,NO,1,0,0,0,0,0,0
GENE-18889,NO,1,0,0,0,0,0,0
GENE-18890,NO,1,0,0,0,0,0,0
GENE-18891,NO,1,0,0,0,0,0,0
GENE-18892,NO,1,0,0,0,0,0,0
GENE-18893,NO,1,0,0,0,0,0,0
GENE-18894,NO,1,0,1,1,0,0,1
GENE-18895,NO,1,353,415,580,182,210,374
GENE-18896,NO,1,0,0,0,0,0,0
GENE-18897,NO,1,0,0,0,0,0,0
GENE-18898,NO,1,0,0,0,0,0,0
GENE-18899,NO,1,5,6,10,6,9,3
GENE-18900,NO,1,6,3,5,7,8,3
GENE-18901,NO,1,0,0,0,0,0,0
GENE-18902,NO,1,0,0,0,0,0,0
GENE-18904,NO,1,1246,1383,1364,1116,1486,1475
GENE-18905,NO,1,0,0,0,0,0,0
GENE-18906,NO,1,515,448,649,423,504,553
GENE-18907,NO,1,21,26,19,25,23,37
GENE-18908,NO,1,0,0,0,0,0,0
GENE-18909,NO,1,0,0,0,0,0,0
GENE-18910,NO,1,1497,1610,1474,1726,1657,1567
GENE-18911,NO,1,636,598,862,593,356,711
GENE-18912,NO,1,15,15,11,14,4,5
GENE-18913,NO,1,0,0,0,0,0,0
GENE-18914,NO,1,132,94,81,118,132,108
GENE-18915,NO,1,91,53,92,57,92,72
GENE-18916,NO,1,0,0,0,0,0,0
GENE-18917,NO,1,0,0,0,0,0,1
GENE-18918,NO,1,0,0,0,0,0,0
GENE-18919,NO,1,1021,1094,667,721,742,748
GENE-18920,NO,1,4,4,1,0,4,2
GENE-18921,NO,1,433,513,446,389,562,411
GENE-18922,NO,1,0,0,0,0,0,0
GENE-18923,NO,1,0,3,0,1,0,3
GENE-18924,NO,1,0,0,0,0,0,0
GENE-18925,NO,1,0,0,0,0,0,0
GENE-18926,NO,1,0,0,0,0,0,0
GENE-18927,NO,1,0,0,0,0,0,0
GENE-18928,NO,1,0,0,0,0,0,0
GENE-18929,NO,1,100,95,101,83,130,121
GENE-18930,NO,1,0,0,0,0,0,0
GENE-18931,NO,1,0,0,0,0,0,0
GENE-18932,YES,1,0,0,0,0,0,0
GENE-18933,NO,1,126,63,48,64,70,107
GENE-18934,NO,1,0,0,1,0,0,0
GENE-18935,NO,1,7,12,16,20,22,25
GENE-18936,NO,1,0,0,0,0,0,0
GENE-18937,NO,1,0,0,0,0,0,0
GENE-18938,NO,1,0,0,0,0,0,0
GENE-18939,NO,1,0,0,0,0,0,0
GENE-18940,NO,1,62,54,53,60,62,69
GENE-18941,NO,1,0,0,0,0,0,0
GENE-18942,YES,1,0,0,0,0,0,0
GENE-18943,NO,1,0,0,0,0,0,0
GENE-18944,NO,1,2,2,1,0,1,3
GENE-18945,NO,1,3,3,4,7,5,0
GENE-18946,NO,1,0,2,5,4,0,2
GENE-18947,NO,1,0,0,0,0,0,0
GENE-18948,NO,1,1,0,0,1,0,0
GENE-18949,NO,1,0,0,0,0,0,0
GENE-18950,NO,1,0,0,0,0,0,0
GENE-18951,NO,1,0,0,0,0,0,0
GENE-18952,NO,1,0,0,0,0,0,0
GENE-18953,NO,1,0,0,0,0,0,0
GENE-18954,NO,1,0,0,0,0,0,0
GENE-18955,NO,1,0,0,0,0,0,0
GENE-18956,NO,1,0,0,0,0,0,0
GENE-18957,NO,1,0,0,0,0,0,0
GENE-18958,NO,1,0,0,0,0,0,0
GENE-18959,NO,1,0,0,0,0,0,0
GENE-18960,YES,1,0,0,0,0,0,0
GENE-18961,NO,1,0,0,0,0,0,0
GENE-18962,NO,1,0,0,0,0,0,0
GENE-18963,NO,1,0,0,0,0,0,0
GENE-18964,NO,1,0,0,0,0,0,0
GENE-18965,NO,1,0,0,0,0,0,0
GENE-18966,NO,1,0,0,0,0,0,0
GENE-18967,NO,1,0,0,0,0,0,0
GENE-18968,NO,1,0,0,0,0,0,0
GENE-18969,NO,1,0,0,0,1,0,1
GENE-18970,NO,1,0,0,0,0,0,0
GENE-18971,NO,1,0,0,0,0,0,0
GENE-18972,NO,1,0,0,0,0,0,0
GENE-18973,NO,1,0,0,0,0,0,0
GENE-18974,NO,1,0,0,0,1,0,0
GENE-18975,NO,1,0,0,0,0,0,0
GENE-18976,NO,1,0,0,0,0,0,0
GENE-18977,NO,1,0,0,0,0,0,0
GENE-18978,NO,1,0,0,0,0,0,0
GENE-18979,NO,1,33,55,42,48,50,54
GENE-18980,NO,1,10,19,11,14,8,13
GENE-18981,NO,1,49,54,45,44,55,51
GENE-18982,NO,1,0,0,0,0,0,0
GENE-18983,NO,1,0,0,0,0,0,0
GENE-18984,NO,1,0,0,2,0,0,1
GENE-18985,NO,1,0,0,0,0,0,0
GENE-18986,NO,1,0,0,0,0,0,0
GENE-18987,NO,1,0,0,0,0,0,0
GENE-18988,NO,1,0,2,0,0,2,0
GENE-18989,NO,1,0,0,0,0,0,0
GENE-18990,NO,1,9,10,8,11,7,2
GENE-18991,NO,1,0,0,0,0,0,0
GENE-18992,NO,1,0,0,0,0,0,0
GENE-18993,NO,1,0,0,0,0,0,0
GENE-18994,NO,1,0,0,0,0,0,0
GENE-18995,NO,1,20,13,13,10,15,11
GENE-18996,NO,1,0,0,0,0,0,0
GENE-18998,NO,1,145,121,110,110,114,116
GENE-18999,NO,1,0,0,0,0,0,0
GENE-19000,NO,1,0,0,0,0,0,0
GENE-19001,NO,1,0,0,0,0,0,0
GENE-19002,NO,1,0,0,0,0,0,0
GENE-19003,NO,1,0,0,0,0,0,0
GENE-19004,NO,1,8,5,4,7,7,2
GENE-19005,NO,1,0,0,0,0,0,0
GENE-19006,NO,1,0,0,0,0,0,0
GENE-19007,NO,1,0,0,0,0,0,0
GENE-19008,NO,1,156,132,166,148,130,108
GENE-19009,NO,1,17,19,15,18,17,17
GENE-19010,NO,1,0,0,0,0,0,0
GENE-19011,NO,1,78,72,37,78,60,66
GENE-19012,NO,1,0,0,0,0,0,0
GENE-19013,NO,1,0,0,0,0,0,0
GENE-19014,NO,1,0,0,0,0,0,0
GENE-19015,NO,1,0,0,0,0,0,0
GENE-19016,NO,1,985,638,792,1048,957,1144
GENE-19017,NO,1,0,0,0,0,0,0
GENE-19018,NO,1,0,0,0,0,0,0
GENE-19019,NO,1,22,28,44,27,29,29
GENE-19020,NO,1,0,0,0,0,0,0
GENE-19021,NO,1,1,1,2,0,0,4
GENE-19022,NO,1,49,49,47,36,43,47
GENE-19023,NO,1,2,3,1,0,1,1
GENE-19024,NO,1,0,0,0,0,0,0
GENE-19025,NO,1,0,0,0,0,0,0
GENE-19026,NO,1,0,0,0,0,0,0
GENE-19027,NO,1,0,0,0,0,0,0
GENE-19028,NO,1,0,0,0,0,0,0
GENE-19029,NO,1,0,0,0,0,0,0
GENE-19030,NO,1,0,0,0,0,0,0
GENE-19031,NO,1,509,589,501,716,584,556
GENE-19032,NO,1,32,35,44,42,53,30
GENE-19033,NO,1,0,0,0,0,0,0
GENE-19034,NO,1,0,0,0,0,0,0
GENE-19036,NO,1,22,16,24,16,22,23
GENE-19037,NO,1,0,0,0,0,0,0
GENE-19038,NO,1,0,0,0,0,0,0
GENE-19039,NO,1,0,0,0,0,0,0
GENE-19040,NO,1,238,217,299,252,204,261
GENE-19041,NO,1,0,0,0,0,0,0
GENE-19042,NO,1,0,0,0,0,0,0
GENE-19043,NO,1,0,0,0,0,0,0
GENE-19044,NO,1,0,0,0,0,0,0
GENE-19045,NO,1,14,12,17,18,12,12
GENE-19046,NO,1,12,13,11,28,13,20
GENE-19047,NO,1,0,0,0,0,0,0
GENE-19048,NO,1,227,303,259,262,289,277
GENE-19049,NO,1,0,0,0,0,0,0
GENE-19050,NO,1,237,198,284,158,301,363
GENE-19051,NO,1,204,97,122,184,139,132
GENE-19052,NO,1,0,0,0,0,0,0
GENE-19053,NO,1,0,1,0,1,0,0
GENE-19054,NO,1,164,11,103,31,238,31
GENE-19055,NO,1,0,0,0,0,0,0
GENE-19056,NO,1,0,0,0,0,0,0
GENE-19057,NO,1,816,1035,979,1207,804,862
GENE-19058,NO,1,0,0,0,0,0,0
GENE-19059,NO,1,0,0,0,0,0,0
GENE-19060,NO,1,0,0,0,0,0,0
